player_name,team,opponent,round,season,position,mins_played,tries,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two,source_file,last_updated,data_complete
Stefano Utoikamanu,Storm,Wests Tigers,10,2026,Prop,53:00,0,0,13,114,45,10,0,0,0,0,8,12,0,2.91s,0,0,0,0,13,,96.3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:00,22:33,see prior STATUS.md entries,2026-06-21,True
Harry Grant,Storm,Wests Tigers,10,2026,Hooker,80:00,1,4,13,88,8,5,3,0,2,0,2,1,0,3.09s,7,62,1,130,139,10.0,86.27,44,3,0,0,3,42,2,0,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Josh King,Storm,Wests Tigers,10,2026,Prop,61:00,0,0,9,107,30,50,0,0,0,0,1,4,0,3.26s,0,0,0,1,10,0.11,94.29,33,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,49:38,11:50,see prior STATUS.md entries,2026-06-21,True
Shawn Blore,Storm,Wests Tigers,10,2026,2nd Row,72:00,0,0,7,69,27,0,0,1,2,0,1,6,0,3.04s,0,0,0,4,10,0.57,84.62,22,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,72:11,-,see prior STATUS.md entries,2026-06-21,True
Ativalu Lisati,Storm,Wests Tigers,10,2026,2nd Row,80:00,1,4,17,172,59,0,1,1,0,0,8,17,0,3.5s,0,0,1,2,19,0.12,89.47,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Trent Loiero,Storm,Wests Tigers,10,2026,Lock,51:00,0,0,13,102,34,0,0,0,0,0,2,13,0,3.35s,0,0,1,3,16,0.23,95.83,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20:25,30:22,see prior STATUS.md entries,2026-06-21,True
Trent Toelau,Storm,Wests Tigers,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Joe Chan,Storm,Wests Tigers,10,2026,Interchange,53:00,0,0,13,143,40,0,1,0,0,0,5,0,0,3.32s,0,0,2,1,13,0.08,56.25,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53:00,-,see prior STATUS.md entries,2026-06-21,True
Davvy Moale,Storm,Wests Tigers,10,2026,Interchange,27:00,0,0,7,65,24,0,0,0,0,0,1,7,0,3.12s,0,0,0,0,7,,92.86,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:39,07:48,see prior STATUS.md entries,2026-06-21,True
Cooper Clarke,Storm,Wests Tigers,10,2026,Interchange,47:00,0,0,13,107,48,10,0,0,0,0,5,12,0,2.92s,0,0,1,0,13,,94.44,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47:45,-,see prior STATUS.md entries,2026-06-21,True
Stanley Huen,Storm,Wests Tigers,10,2026,Interchange,08:00,0,0,3,27,11,0,0,0,0,0,0,3,0,4.16s,0,0,0,0,3,,50.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08:00,-,see prior STATUS.md entries,2026-06-21,True
Jack Hetherington,Storm,Wests Tigers,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Heath Mason,Wests Tigers,Storm,10,2026,Fullback,80:00,0,0,23,160,39,37,0,1,1,0,4,1,0,3.97s,0,0,1,12,32,0.52,50.0,3,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Sunia Turuva,Wests Tigers,Storm,10,2026,Winger,80:00,0,0,15,124,41,7,0,0,0,0,1,2,0,4.28s,0,0,0,1,16,0.07,50.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Patrick Herbert,Wests Tigers,Storm,10,2026,Centre,80:00,0,0,13,126,48,0,0,0,0,0,4,0,0,3.26s,1,9,0,5,17,0.38,77.78,14,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Taylan May,Wests Tigers,Storm,10,2026,Centre,80:00,2,8,16,179,39,43,3,1,0,0,10,0,0,4.12s,2,10,3,9,24,0.56,89.47,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Luke Laulilii,Wests Tigers,Storm,10,2026,Winger,80:00,1,4,20,157,41,29,2,1,1,0,3,0,0,3.67s,0,0,2,5,25,0.25,85.71,6,1,0,0,1,24,0,0,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jarome Luai,Wests Tigers,Storm,10,2026,Five-Eighth,80:00,0,0,22,157,26,4,0,1,1,0,2,1,0,3.05s,1,5,4,40,52,1.82,57.14,12,6,0,0,2,23,0,1,1,1,1,1,0,2,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jock Madden,Wests Tigers,Storm,10,2026,Halfback,80:00,0,4,19,102,1,0,0,0,0,0,0,0,0,4.18s,0,0,0,63,78,3.32,85.19,23,1,0,0,13,332,1,7,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Tristan Hope,Wests Tigers,Storm,10,2026,Hooker,65:00,0,0,5,25,3,0,0,0,0,0,0,2,0,3.76s,1,7,0,84,88,16.8,90.91,40,3,0,0,1,23,0,0,0,0,0,1,1,0,0,0,31:11,34:11,see prior STATUS.md entries,2026-06-21,True
Fonua Pole,Wests Tigers,Storm,10,2026,Prop,58:00,0,0,14,123,60,10,0,0,0,0,1,13,0,3.58s,0,0,0,4,19,0.29,81.82,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:04,03:53,see prior STATUS.md entries,2026-06-21,True
Sione Fainu,Wests Tigers,Storm,10,2026,2nd Row,72:00,0,0,14,129,53,0,0,0,0,0,1,13,0,3.81s,0,0,0,6,20,0.43,85.71,36,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,72:02,-,see prior STATUS.md entries,2026-06-21,True
Kai Pearce-Paul,Wests Tigers,Storm,10,2026,2nd Row,80:00,0,0,12,71,26,0,0,0,0,0,3,12,0,3.32s,0,0,8,8,20,0.67,89.19,33,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Alex Twal,Wests Tigers,Storm,10,2026,Lock,59:00,0,0,10,63,15,0,0,0,0,0,3,10,0,3.86s,0,0,3,7,17,0.7,95.92,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,36:08,23:13,see prior STATUS.md entries,2026-06-21,True
Latu Fainu,Wests Tigers,Storm,10,2026,Interchange,36:00,0,0,2,8,0,0,0,0,0,0,0,1,0,5.14s,1,6,0,27,29,13.5,76.0,19,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27:59,07:58,see prior STATUS.md entries,2026-06-21,True
Bunty Afoa,Wests Tigers,Storm,10,2026,Prop,36:00,0,0,5,48,20,11,0,0,0,0,0,4,0,3.69s,0,0,0,1,6,0.2,88.46,23,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,19:18,16:46,see prior STATUS.md entries,2026-06-21,True
Alex Seyfarth,Wests Tigers,Storm,10,2026,Interchange,36:00,0,0,5,32,13,0,0,0,0,0,0,5,0,3.25s,0,0,0,10,17,2.0,87.5,21,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35:47,-,see prior STATUS.md entries,2026-06-21,True
Royce Hunt,Wests Tigers,Storm,10,2026,Interchange,17:00,0,0,5,49,24,0,0,0,0,0,1,5,0,3.25s,0,0,0,1,6,0.2,92.31,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:45,-,see prior STATUS.md entries,2026-06-21,True
Mavrik Geyer,Wests Tigers,Storm,10,2026,Interchange,21:00,0,0,6,47,18,0,0,0,0,0,0,6,0,3.07s,0,0,0,4,12,0.67,71.43,5,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,21:00,-,see prior STATUS.md entries,2026-06-21,True
Jeral Skelton,Wests Tigers,Storm,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Charlie Murray,Wests Tigers,Storm,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Kaeo Weekes,Raiders,Panthers,10,2026,Fullback,80:00,1,4,17,191,57,61,0,0,0,0,6,0,0,3.87s,1,6,0,10,29,0.59,60.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Savelio Tamale,Raiders,Panthers,10,2026,Winger,80:00,0,0,17,161,54,55,0,0,0,0,3,1,0,3.63s,0,0,0,0,19,,60.0,3,1,0,3,1,26,1,0,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Sebastian Kris,Raiders,Panthers,10,2026,Centre,80:00,1,4,14,102,43,0,1,0,0,0,5,1,0,3.54s,1,9,1,4,16,0.29,72.0,18,7,0,1,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Matthew Timoko,Raiders,Panthers,10,2026,Centre,80:00,0,0,16,136,48,0,0,0,0,0,1,1,0,3.42s,0,0,2,3,17,0.19,85.71,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jed Stuart,Raiders,Panthers,10,2026,Winger,80:00,0,0,16,126,48,19,0,0,0,0,2,3,0,3.03s,0,0,0,6,22,0.38,80.0,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Ethan Strange,Raiders,Panthers,10,2026,Five-Eighth,80:00,0,0,10,104,32,0,1,1,2,0,8,0,0,3.04s,1,5,0,30,40,3.0,88.89,24,1,0,0,3,76,0,0,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Ethan Sanders,Raiders,Panthers,10,2026,Halfback,80:00,1,10,7,47,7,0,1,0,0,0,2,0,0,3.38s,0,0,0,52,77,7.43,84.21,16,3,0,0,20,643,1,6,2,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Corey Horsburgh,Raiders,Panthers,10,2026,Prop,64:00,0,0,16,123,41,20,0,0,0,0,4,14,0,2.86s,0,0,1,9,23,0.56,92.16,47,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47:56,19:08,see prior STATUS.md entries,2026-06-21,True
Tom Starling,Raiders,Panthers,10,2026,Hooker,63:00,0,0,6,65,16,0,1,0,0,0,1,2,0,2.83s,4,44,1,80,83,13.33,93.48,43,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,63:05,-,see prior STATUS.md entries,2026-06-21,True
Joseph Tapine,Raiders,Panthers,10,2026,Prop,59:00,0,0,14,143,62,12,0,1,0,0,0,13,0,3.47s,0,0,1,5,19,0.36,89.13,41,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20:49,30:39,see prior STATUS.md entries,2026-06-21,True
Hudson Young,Raiders,Panthers,10,2026,2nd Row,80:00,0,0,20,148,59,0,0,1,1,0,0,18,0,3.14s,1,5,3,6,27,0.3,86.49,32,5,0,0,0,0,0,0,0,3,3,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Simi Sasagi,Raiders,Panthers,10,2026,2nd Row,30:00,0,0,5,38,17,0,0,0,0,0,0,5,0,3.64s,0,0,0,1,6,0.2,69.23,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:13,-,see prior STATUS.md entries,2026-06-21,True
Jayden Brailey,Raiders,Panthers,10,2026,Interchange,35:00,0,0,4,28,9,0,0,0,0,0,0,1,0,3.36s,0,0,0,11,13,2.75,95.65,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:22,-,see prior STATUS.md entries,2026-06-21,True
Owen Pattie,Raiders,Panthers,10,2026,Interchange,17:00,0,0,2,11,5,0,0,0,0,0,0,0,0,3.82s,2,11,0,21,24,10.5,100.0,8,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,17:00,-,see prior STATUS.md entries,2026-06-21,True
Daine Laurie,Raiders,Panthers,10,2026,Interchange,24:00,0,0,7,56,19,0,0,0,0,0,0,4,0,3.37s,0,0,0,8,12,1.14,94.12,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:00,-,see prior STATUS.md entries,2026-06-21,True
Ata Mariota,Raiders,Panthers,10,2026,Interchange,53:00,0,0,10,94,46,0,0,0,0,0,1,10,0,3.23s,0,0,1,0,11,,97.22,35,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,53:00,-,see prior STATUS.md entries,2026-06-21,True
Morgan Smithies,Raiders,Panthers,10,2026,Lock,55:00,0,0,8,58,22,0,0,0,0,0,0,8,0,3.29s,0,0,0,2,10,0.25,90.7,39,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26:33,25:00,see prior STATUS.md entries,2026-06-21,True
Chevy Stewart,Raiders,Panthers,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Jordan Uta,Raiders,Panthers,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Dylan Edwards,Panthers,Raiders,10,2026,Fullback,80:00,0,0,26,257,63,114,1,0,0,0,6,0,0,3.96s,1,0,1,15,41,0.58,100.0,4,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Thomas Jenkins,Panthers,Raiders,10,2026,Winger,80:00,0,0,21,198,58,34,0,0,0,0,2,1,0,2.78s,1,8,1,1,22,0.05,60.0,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Paul Alamoti,Panthers,Raiders,10,2026,Centre,80:00,0,0,12,110,37,0,0,0,0,0,2,0,0,3.07s,0,0,1,1,16,0.08,77.78,14,3,0,1,0,0,0,0,0,2,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Casey McLean,Panthers,Raiders,10,2026,Centre,80:00,1,4,13,140,56,0,1,0,0,0,2,0,0,2.85s,0,0,0,1,16,0.08,68.18,15,4,0,1,1,11,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Brian To'o,Panthers,Raiders,10,2026,Winger,80:00,0,0,18,175,80,0,0,0,0,0,4,2,0,3.03s,0,0,0,1,20,0.06,70.0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Blaize Talagi,Panthers,Raiders,10,2026,Five-Eighth,80:00,2,8,8,71,12,0,2,0,0,0,6,0,0,3.19s,1,8,3,35,45,4.38,68.75,22,7,0,0,2,71,0,1,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Nathan Cleary,Panthers,Raiders,10,2026,Halfback,80:00,1,14,9,66,9,0,2,2,2,0,7,0,0,3.63s,0,0,0,30,51,3.33,91.3,21,1,0,0,16,511,0,6,0,1,1,1,0,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Moses Leota,Panthers,Raiders,10,2026,Prop,39:00,0,0,11,103,39,0,0,1,0,0,0,11,0,2.52s,0,0,1,3,15,0.27,92.86,26,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,23:44,14:52,see prior STATUS.md entries,2026-06-21,True
Freddy Lussick,Panthers,Raiders,10,2026,Hooker,80:00,0,0,7,58,14,0,0,0,0,0,0,2,0,4.68s,5,43,0,116,126,16.57,95.74,45,1,0,1,3,130,1,0,0,1,1,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Lindsay Smith,Panthers,Raiders,10,2026,Prop,42:00,0,0,9,88,21,37,0,0,0,0,0,6,0,2.77s,0,0,0,3,12,0.33,100.0,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23:47,18:20,see prior STATUS.md entries,2026-06-21,True
Isaiah Papali'i,Panthers,Raiders,10,2026,2nd Row,68:00,0,0,18,156,61,0,0,1,1,0,2,18,0,3.25s,0,0,3,2,20,0.11,85.71,36,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,67:32,-,see prior STATUS.md entries,2026-06-21,True
Luke Garner,Panthers,Raiders,10,2026,2nd Row,47:00,0,0,3,26,11,0,0,0,0,0,1,3,0,2.34s,0,0,0,0,5,,93.33,28,1,0,1,1,10,0,0,1,0,0,1,0,0,0,0,47:06,-,see prior STATUS.md entries,2026-06-21,True
Isaah Yeo,Panthers,Raiders,10,2026,Lock,66:00,0,0,12,125,43,0,0,0,0,0,0,10,0,2.72s,0,0,0,7,17,0.58,94.12,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53:10,12:28,see prior STATUS.md entries,2026-06-21,True
Jack Cole,Panthers,Raiders,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Scott Sorensen,Panthers,Raiders,10,2026,Interchange,38:00,0,0,5,47,12,0,0,0,0,0,0,5,0,2.93s,0,0,0,1,6,0.2,92.0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:53,-,see prior STATUS.md entries,2026-06-21,True
Liam Henry,Panthers,Raiders,10,2026,Interchange,41:00,0,0,13,140,32,54,0,0,1,0,0,8,0,3.12s,0,0,0,1,13,0.08,92.86,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41:24,-,see prior STATUS.md entries,2026-06-21,True
Izack Tago,Panthers,Raiders,10,2026,Interchange,33:00,0,0,3,24,17,0,0,0,0,0,1,3,0,3.24s,0,0,0,3,5,1.0,100.0,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,33:00,-,see prior STATUS.md entries,2026-06-21,True
Billy Phillips,Panthers,Raiders,10,2026,Interchange,27:00,1,4,4,37,13,0,0,0,0,0,1,4,0,3.65s,0,0,0,1,5,0.25,100.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:00,-,see prior STATUS.md entries,2026-06-21,True
Billy Scott,Panthers,Raiders,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Jye Gray,Rabbitohs,Sharks,10,2026,Fullback,70:00,0,0,26,226,32,64,0,1,1,0,5,0,0,3.88s,0,0,0,7,31,0.27,71.43,5,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,70:13,-,see prior STATUS.md entries,2026-06-21,True
Alex Johnston,Rabbitohs,Sharks,10,2026,Winger,80:00,3,12,14,170,17,0,3,0,0,0,3,1,0,3.94s,1,3,0,4,17,0.29,83.33,5,1,0,2,1,9,0,0,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Campbell Graham,Rabbitohs,Sharks,10,2026,Centre,80:00,1,4,20,157,52,5,1,0,0,0,4,2,0,3.78s,1,0,0,6,26,0.3,83.33,10,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Edward Kosi,Rabbitohs,Sharks,10,2026,Winger,64:00,0,0,14,96,31,5,0,0,0,0,0,1,0,3.1s,0,0,0,1,15,0.07,50.0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16:56,47:15,see prior STATUS.md entries,2026-06-21,True
Cody Walker,Rabbitohs,Sharks,10,2026,Five-Eighth,73:00,0,0,9,36,5,0,0,0,0,0,1,0,0,2.5s,0,0,1,34,43,3.78,80.95,17,3,0,1,7,302,0,0,1,1,0,1,2,0,0,0,73:00,-,see prior STATUS.md entries,2026-06-21,True
Ashton Ward,Rabbitohs,Sharks,10,2026,Halfback,80:00,0,0,10,66,13,0,0,1,1,0,2,0,0,4.57s,0,0,0,62,81,6.2,90.48,19,2,0,0,15,581,0,3,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Keaon Koloamatangi,Rabbitohs,Sharks,10,2026,Prop,53:00,0,0,10,90,28,20,0,1,1,0,0,8,0,3.39s,0,0,0,2,12,0.2,83.87,26,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,32:45,13:31,see prior STATUS.md entries,2026-06-21,True
Bronson Garlick,Rabbitohs,Sharks,10,2026,Hooker,59:00,0,0,4,34,6,0,0,0,0,0,0,1,0,3.85s,3,27,0,79,82,19.75,85.37,35,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32:44,25:53,see prior STATUS.md entries,2026-06-21,True
Sean Keppie,Rabbitohs,Sharks,10,2026,Prop,55:00,0,0,10,77,26,0,0,0,0,0,0,10,0,3.93s,0,0,0,1,11,0.1,91.18,31,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28:31,25:52,see prior STATUS.md entries,2026-06-21,True
Euan Aitken,Rabbitohs,Sharks,10,2026,2nd Row,66:00,1,4,14,136,50,0,1,0,0,0,2,12,0,3.34s,0,0,0,2,15,0.14,88.89,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14:49,51:29,see prior STATUS.md entries,2026-06-21,True
Tallis Duncan,Rabbitohs,Sharks,10,2026,2nd Row,80:00,0,0,12,103,47,0,0,0,0,0,2,9,0,3.39s,0,0,0,5,14,0.42,87.88,29,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Cameron Murray,Rabbitohs,Sharks,10,2026,Lock,66:00,1,4,12,87,25,0,1,0,0,0,2,11,0,2.79s,0,0,1,7,19,0.58,87.18,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50:10,16:19,see prior STATUS.md entries,2026-06-21,True
Matthew Dufty,Rabbitohs,Sharks,10,2026,Interchange,10:00,0,0,3,32,9,0,0,0,0,0,0,0,0,3.58s,0,0,0,1,3,0.33,50.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10:00,-,see prior STATUS.md entries,2026-06-21,True
Lachlan Hubner,Rabbitohs,Sharks,10,2026,Interchange,58:00,0,0,16,121,45,0,0,0,0,0,2,16,0,3.39s,0,0,0,4,20,0.25,82.76,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39:19,19:22,see prior STATUS.md entries,2026-06-21,True
Tevita Tatola,Rabbitohs,Sharks,10,2026,Interchange,44:00,0,0,16,141,54,19,0,0,0,0,0,14,0,3.42s,0,0,0,1,17,0.06,95.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43:42,-,see prior STATUS.md entries,2026-06-21,True
Peter Mamouzelos,Rabbitohs,Sharks,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Adam Elliott,Rabbitohs,Sharks,10,2026,Interchange,21:00,0,0,2,22,9,0,0,0,0,0,0,1,0,2.82s,1,13,0,34,36,17.0,86.67,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:23,-,see prior STATUS.md entries,2026-06-21,True
Moala Graham-Taufa,Rabbitohs,Sharks,10,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Latrell Siegwalt,Rabbitohs,Sharks,10,2026,Centre,80:00,0,12,13,98,29,11,0,2,2,0,3,1,0,3.65s,1,1,0,10,21,0.77,75.0,9,2,0,1,1,8,0,0,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
William Kennedy,Sharks,Rabbitohs,10,2026,Fullback,80:00,0,0,18,187,46,118,0,0,0,0,6,1,0,3.39s,0,0,0,10,28,0.56,80.0,4,1,0,3,0,0,0,0,0,2,2,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Mawene Hiroti,Sharks,Rabbitohs,10,2026,Winger,80:00,1,4,23,209,48,15,1,0,0,0,4,0,0,3.04s,0,0,0,1,25,0.04,75.0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Siosifa Talakai,Sharks,Rabbitohs,10,2026,Centre,80:00,0,0,17,165,86,0,0,0,0,0,5,0,0,3.07s,0,0,0,2,18,0.12,100.0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
KL Iro,Sharks,Rabbitohs,10,2026,Centre,80:00,1,4,13,120,30,0,1,0,0,0,5,0,0,4.02s,0,0,1,2,14,0.15,95.83,23,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Samuel Stonestreet,Sharks,Rabbitohs,10,2026,Winger,80:00,0,0,14,81,14,39,0,0,0,0,3,1,0,3.87s,0,0,0,4,21,0.29,81.25,13,3,0,2,2,55,0,0,2,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Braydon Trindall,Sharks,Rabbitohs,10,2026,Five-Eighth,80:00,0,0,7,43,5,0,0,0,0,0,1,0,0,3.4s,1,12,0,39,58,5.57,88.46,23,3,0,0,16,510,0,8,0,0,0,2,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Nicholas Hynes,Sharks,Rabbitohs,10,2026,Halfback,80:00,0,4,6,46,6,0,0,1,1,0,0,0,0,3.52s,0,0,1,34,42,5.67,82.61,19,3,0,0,3,102,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Addin Fonua-Blake,Sharks,Rabbitohs,10,2026,Prop,53:00,0,0,12,143,36,21,1,0,0,0,4,9,0,2.61s,0,0,2,8,17,0.67,100.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:27,24:14,see prior STATUS.md entries,2026-06-21,True
Blayke Brailey,Sharks,Rabbitohs,10,2026,Hooker,70:00,0,0,5,50,13,0,0,0,0,0,0,1,0,3.12s,4,43,1,85,90,17.0,95.12,39,2,0,0,1,9,0,0,1,0,0,0,0,0,0,0,70:00,-,see prior STATUS.md entries,2026-06-21,True
