player_name,team,opponent,round,season,position,mins_played,tries,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two,source_file,last_updated,data_complete
Josh Patston,Titans,Broncos,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Chris Randall,Titans,Broncos,14,2026,Interchange,18:00,0,0,3,32,19,0,0,0,0,0,1,3,0,2.93s,0,0,0,1,4,0.33,92.31,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:00,-,see prior STATUS.md entries,2026-06-21,True
Klese Haas,Titans,Broncos,14,2026,Interchange,35:00,0,0,8,75,33,5,0,0,0,0,3,7,0,2.9s,0,0,1,2,10,0.25,94.12,16,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,34:52,-,see prior STATUS.md entries,2026-06-21,True
Jaylan De Groot,Titans,Broncos,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Luke Sommerton,Titans,Broncos,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Jahream Bula,Wests Tigers,Panthers,14,2026,Fullback,80:00,0,0,11,93,21,31,0,0,0,0,3,0,0,4.45s,1,10,0,10,22,0.91,85.71,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jeral Skelton,Wests Tigers,Panthers,14,2026,Winger,76:00,0,0,14,105,44,18,0,0,0,0,1,0,0,3.67s,0,0,1,1,13,0.07,50.0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76:00,-,see prior STATUS.md entries,2026-06-21,True
Sunia Turuva,Wests Tigers,Panthers,14,2026,Centre,80:00,0,0,6,40,10,0,0,0,0,0,1,0,0,4s,0,0,0,2,10,0.33,64.0,16,8,0,0,1,24,0,0,1,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Heamasi Makasini,Wests Tigers,Panthers,14,2026,Centre,80:00,0,0,8,61,18,0,1,0,0,0,1,1,0,3.87s,0,0,0,2,11,0.25,57.14,12,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Faaletino Tavana,Wests Tigers,Panthers,14,2026,Winger,80:00,0,0,13,86,30,0,0,0,0,0,1,0,0,3.92s,0,0,1,0,18,,82.35,14,3,1,3,0,0,0,0,0,1,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jarome Luai,Wests Tigers,Panthers,14,2026,Five-Eighth,80:00,0,0,9,43,6,2,0,1,0,0,0,0,0,4s,0,0,1,18,30,2.0,60.0,12,5,0,0,6,242,0,2,0,3,1,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jock Madden,Wests Tigers,Panthers,14,2026,Halfback,59:00,0,0,3,18,2,0,0,0,0,0,0,0,0,4.16s,0,0,0,18,28,6.0,80.0,20,5,0,1,9,258,0,3,0,0,0,0,0,0,0,0,59:23,-,see prior STATUS.md entries,2026-06-21,True
Terrell May,Wests Tigers,Panthers,14,2026,Prop,70:00,0,0,15,128,49,0,0,0,0,0,0,15,0,3.06s,0,0,1,5,20,0.33,97.96,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66:32,03:48,see prior STATUS.md entries,2026-06-21,True
Apisai Koroisau,Wests Tigers,Panthers,14,2026,Hooker,53:00,0,0,4,42,7,0,0,0,0,0,2,0,0,3.33s,4,42,1,60,66,15.0,93.18,41,1,0,0,1,16,0,1,0,0,0,0,0,0,0,0,52:52,-,see prior STATUS.md entries,2026-06-21,True
Fonua Pole,Wests Tigers,Panthers,14,2026,Prop,51:00,0,0,6,52,20,0,0,0,0,0,0,5,0,3.74s,0,0,0,2,8,0.33,94.29,33,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,24:05,27:08,see prior STATUS.md entries,2026-06-21,True
Mavrik Geyer,Wests Tigers,Panthers,14,2026,2nd Row,80:00,0,0,6,35,13,0,0,0,0,0,0,6,0,3.06s,0,0,1,4,10,0.67,83.33,40,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Kai Pearce-Paul,Wests Tigers,Panthers,14,2026,2nd Row,80:00,0,0,4,23,6,0,0,0,0,0,0,3,0,2.8s,0,0,2,3,7,0.75,95.92,47,1,0,0,1,16,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Charlie Murray,Wests Tigers,Panthers,14,2026,Lock,40:00,0,0,6,36,13,0,0,0,0,0,0,6,0,3.58s,0,0,0,3,10,0.5,91.43,32,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,18:36,20:36,see prior STATUS.md entries,2026-06-21,True
Latu Fainu,Wests Tigers,Panthers,14,2026,Interchange,38:00,0,0,2,15,6,0,0,0,0,0,0,2,0,3.24s,0,0,0,11,13,5.5,86.36,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38:00,-,see prior STATUS.md entries,2026-06-21,True
Alex Seyfarth,Wests Tigers,Panthers,14,2026,Interchange,54:00,0,0,9,70,33,0,0,0,0,0,1,8,0,3.32s,1,6,1,5,15,0.56,90.7,39,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40:48,13:28,see prior STATUS.md entries,2026-06-21,True
Royce Hunt,Wests Tigers,Panthers,14,2026,Interchange,18:00,0,0,6,34,16,0,0,0,0,0,1,6,0,2.79s,0,0,1,0,6,,90.91,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17:47,-,see prior STATUS.md entries,2026-06-21,True
Bunty Afoa,Wests Tigers,Panthers,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Starford To'a,Wests Tigers,Panthers,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Tristan Hope,Wests Tigers,Panthers,14,2026,Interchange,21:00,0,0,2,10,2,0,0,0,0,0,0,1,0,4.34s,1,3,0,15,18,7.5,86.67,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21:00,-,see prior STATUS.md entries,2026-06-21,True
Dylan Edwards,Panthers,Wests Tigers,14,2026,Fullback,80:00,0,0,25,169,40,37,0,1,1,0,6,0,0,3.64s,0,0,1,23,42,0.92,100.0,5,0,0,2,1,16,1,0,1,1,1,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Thomas Jenkins,Panthers,Wests Tigers,14,2026,Winger,80:00,2,8,19,291,44,29,5,0,1,0,5,0,0,2.97s,0,0,1,4,23,0.21,57.14,4,1,0,2,2,33,1,0,1,1,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Paul Alamoti,Panthers,Wests Tigers,14,2026,Centre,80:00,1,6,19,222,53,0,2,1,1,0,5,0,0,3.11s,0,0,0,2,19,0.11,81.82,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Casey McLean,Panthers,Wests Tigers,14,2026,Centre,44:00,0,0,16,116,38,0,0,1,1,0,2,0,0,3.12s,0,0,0,6,21,0.38,90.0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43:55,-,see prior STATUS.md entries,2026-06-21,True
Brian To'o,Panthers,Wests Tigers,14,2026,Winger,80:00,2,8,20,252,58,36,2,1,0,0,7,0,0,3.34s,0,0,3,2,22,0.1,100.0,5,0,0,1,1,28,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Blaize Talagi,Panthers,Wests Tigers,14,2026,Five-Eighth,80:00,0,0,9,63,6,0,0,3,1,0,0,1,0,3.49s,1,9,1,37,43,4.11,80.95,17,1,0,0,1,25,0,1,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Nathan Cleary,Panthers,Wests Tigers,14,2026,Halfback,75:00,1,22,14,118,16,0,2,2,3,0,2,0,0,3.23s,1,11,1,52,73,3.71,90.91,10,0,0,0,15,340,0,5,1,3,2,1,0,0,0,0,74:58,-,see prior STATUS.md entries,2026-06-21,True
Moses Leota,Panthers,Wests Tigers,14,2026,Prop,41:00,0,0,13,119,44,30,0,0,0,0,0,11,0,3.03s,0,0,1,1,14,0.08,93.33,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25:44,15:06,see prior STATUS.md entries,2026-06-21,True
Freddy Lussick,Panthers,Wests Tigers,14,2026,Hooker,53:00,2,8,5,46,27,0,2,0,0,0,3,1,0,3.64s,4,46,1,105,110,21.0,92.0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47:48,05:02,see prior STATUS.md entries,2026-06-21,True
Lindsay Smith,Panthers,Wests Tigers,14,2026,Prop,41:00,1,4,14,126,30,42,1,1,0,0,2,10,0,3.51s,0,0,0,8,21,0.57,94.74,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25:52,15:05,see prior STATUS.md entries,2026-06-21,True
Isaiah Papali'i,Panthers,Wests Tigers,14,2026,2nd Row,80:00,0,0,15,112,43,0,0,1,1,0,3,14,0,2.89s,0,0,0,7,22,0.47,93.33,28,1,0,0,1,17,0,0,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Liam Martin,Panthers,Wests Tigers,14,2026,2nd Row,80:00,0,0,14,95,28,0,0,0,0,0,2,14,0,3.36s,0,0,3,5,18,0.36,93.33,28,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Isaah Yeo,Panthers,Wests Tigers,14,2026,Lock,65:00,1,4,15,140,37,0,0,0,0,0,1,11,0,3.12s,0,0,0,15,26,1.0,93.55,29,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,64:55,-,see prior STATUS.md entries,2026-06-21,True
Jack Cogger,Panthers,Wests Tigers,14,2026,Interchange,32:00,1,4,5,37,5,0,0,0,0,0,0,3,0,2.79s,0,0,0,44,49,8.8,90.91,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:00,-,see prior STATUS.md entries,2026-06-21,True
Scott Sorensen,Panthers,Wests Tigers,14,2026,Interchange,39:00,0,0,13,132,34,68,0,0,0,0,2,7,0,3.68s,0,0,0,3,16,0.23,96.15,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39:02,-,see prior STATUS.md entries,2026-06-21,True
Liam Henry,Panthers,Wests Tigers,14,2026,Interchange,54:00,0,0,17,163,58,12,1,0,0,0,2,16,0,3.62s,0,0,0,2,19,0.12,88.89,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54:00,-,see prior STATUS.md entries,2026-06-21,True
Izack Tago,Panthers,Wests Tigers,14,2026,Interchange,36:00,1,4,13,142,40,10,0,1,0,0,4,0,0,3.86s,2,19,2,2,14,0.15,100.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36:00,-,see prior STATUS.md entries,2026-06-21,True
Luke Garner,Panthers,Wests Tigers,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Billy Scott,Panthers,Wests Tigers,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
William Kennedy,Sharks,Dragons,14,2026,Fullback,80:00,1,4,24,248,51,116,0,2,1,0,5,1,0,3.49s,0,0,1,23,44,0.96,66.67,2,1,0,5,0,0,0,0,0,4,4,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Samuel Stonestreet,Sharks,Dragons,14,2026,Winger,80:00,1,4,19,170,37,42,1,0,0,0,1,0,0,3.52s,2,17,0,1,22,0.05,75.0,3,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Mawene Hiroti,Sharks,Dragons,14,2026,Centre,80:00,0,0,15,126,50,0,0,1,1,0,0,0,0,3.1s,0,0,0,2,18,0.13,94.44,17,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Ronaldo Mulitalo,Sharks,Dragons,14,2026,Winger,80:00,2,8,20,202,35,0,4,1,0,0,3,0,0,3.26s,0,0,3,2,21,0.1,33.33,1,2,0,1,1,35,0,0,0,1,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Braydon Trindall,Sharks,Dragons,14,2026,Five-Eighth,80:00,1,14,2,25,1,0,1,0,0,0,1,0,0,2.88s,0,0,0,34,53,17.0,85.71,12,2,0,0,17,561,1,6,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Niwhai Puru,Sharks,Dragons,14,2026,Halfback,80:00,0,0,6,52,9,0,1,0,1,0,2,0,0,4.67s,0,0,1,38,48,6.33,80.0,32,6,1,0,4,146,0,1,0,2,1,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Addin Fonua-Blake,Sharks,Dragons,14,2026,Prop,59:00,0,0,16,165,69,37,0,0,0,0,5,13,0,3.64s,0,0,2,3,20,0.19,96.97,32,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,49:10,09:50,see prior STATUS.md entries,2026-06-21,True
Jayden Berrell,Sharks,Dragons,14,2026,Interchange,31:00,0,0,3,32,7,0,0,0,0,0,0,0,0,3.4s,3,32,0,58,61,19.33,86.96,20,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,31:00,-,see prior STATUS.md entries,2026-06-21,True
Toby Rudolf,Sharks,Dragons,14,2026,Prop,45:00,0,0,10,88,34,27,0,0,0,0,0,8,0,3.05s,0,0,0,0,11,,100.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:03,17:15,see prior STATUS.md entries,2026-06-21,True
Briton Nikora,Sharks,Dragons,14,2026,2nd Row,80:00,1,4,13,151,38,0,2,1,0,0,3,13,0,2.96s,0,0,3,5,19,0.38,91.89,34,3,0,0,0,0,0,0,0,3,2,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Teig Wilton,Sharks,Dragons,14,2026,2nd Row,80:00,0,0,14,118,37,5,0,0,0,0,0,13,0,3.68s,0,0,2,2,16,0.14,86.49,32,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Cameron McInnes,Sharks,Dragons,14,2026,Lock,40:00,0,0,7,50,17,0,0,0,0,0,0,7,0,2.74s,0,0,0,4,11,0.57,93.55,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:04,12:04,see prior STATUS.md entries,2026-06-21,True
Siosifa Talakai,Sharks,Dragons,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Billy Burns,Sharks,Dragons,14,2026,Interchange,40:00,0,0,11,118,41,0,0,1,0,0,1,11,0,4.32s,0,0,3,3,15,0.27,83.33,20,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,39:52,-,see prior STATUS.md entries,2026-06-21,True
Jesse Colquhoun,Sharks,Dragons,14,2026,Interchange,35:00,0,0,14,137,52,0,0,0,0,0,2,14,0,3.67s,0,0,0,2,16,0.14,100.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:42,-,see prior STATUS.md entries,2026-06-21,True
Thomas Hazelton,Sharks,Dragons,14,2026,Interchange,21:00,0,0,7,63,21,21,0,0,0,0,1,5,0,3.78s,0,0,0,0,7,,100.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:00,-,see prior STATUS.md entries,2026-06-21,True
Hohepa Puru,Sharks,Dragons,14,2026,Hooker,49:00,0,0,5,32,9,0,0,0,0,0,1,2,0,2.32s,3,19,1,58,62,11.6,88.57,31,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49:08,-,see prior STATUS.md entries,2026-06-21,True
Oregon Kaufusi,Sharks,Dragons,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
KL Iro,Sharks,Dragons,14,2026,Centre,80:00,0,0,17,154,52,0,0,1,1,0,3,0,0,4.02s,0,0,0,3,20,0.18,77.78,14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Clinton Gutherson,Dragons,Sharks,14,2026,Fullback,80:00,0,0,14,111,24,45,0,1,1,0,1,0,0,3.95s,1,11,0,14,31,1.0,90.0,9,1,0,3,1,27,0,0,0,1,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Setu Tu,Dragons,Sharks,14,2026,Winger,80:00,0,0,19,197,64,81,1,0,0,0,6,0,0,3.81s,0,0,0,4,23,0.21,33.33,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Moses Suli,Dragons,Sharks,14,2026,Centre,80:00,0,0,15,127,51,0,0,0,0,0,2,0,0,2.91s,0,0,0,3,17,0.2,88.89,8,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Valentine Holmes,Dragons,Sharks,14,2026,Centre,80:00,1,8,13,118,43,0,1,1,1,0,4,0,0,3.32s,0,0,0,3,17,0.23,45.45,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Mathew Feagai,Dragons,Sharks,14,2026,Winger,80:00,1,4,17,145,52,29,1,0,0,0,1,1,0,3.45s,0,0,0,2,21,0.12,66.67,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Daniel Atkinson,Dragons,Sharks,14,2026,Five-Eighth,80:00,0,0,7,53,13,0,0,0,0,0,2,0,0,3.8s,0,0,0,24,49,3.43,77.78,21,4,0,1,20,777,0,6,1,0,0,0,1,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Kyle Flanagan,Dragons,Sharks,14,2026,Halfback,80:00,0,0,7,40,8,0,0,0,0,0,0,0,0,4.3s,0,0,0,33,42,4.71,88.24,15,0,0,0,4,103,1,2,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Loko Jnr Pasifiki Tonga,Dragons,Sharks,14,2026,Prop,40:00,0,0,12,91,39,20,0,0,0,0,4,10,0,3.06s,0,0,0,0,12,,86.49,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22:12,10:36,see prior STATUS.md entries,2026-06-21,True
Damien Cook,Dragons,Sharks,14,2026,Hooker,59:00,0,0,4,32,9,0,0,0,0,0,0,0,0,3.96s,4,32,0,90,94,22.5,91.67,33,1,0,0,1,9,1,0,1,0,0,0,0,0,0,0,58:57,-,see prior STATUS.md entries,2026-06-21,True
Toby Couchman,Dragons,Sharks,14,2026,Prop,64:00,0,0,12,91,35,0,0,0,0,0,1,12,0,3.06s,0,0,1,1,13,0.08,89.13,41,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,51:32,12:05,see prior STATUS.md entries,2026-06-21,True
Dylan Egan,Dragons,Sharks,14,2026,2nd Row,80:00,0,0,8,74,21,0,0,0,0,0,4,8,0,3.89s,0,0,0,1,9,0.13,86.79,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Hamish Stewart,Dragons,Sharks,14,2026,2nd Row,80:00,0,0,10,67,27,4,0,0,0,0,2,9,0,2.98s,0,0,0,3,14,0.3,96.0,48,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Ryan Couchman,Dragons,Sharks,14,2026,Lock,62:00,0,0,14,125,47,0,0,0,0,0,2,14,0,3.73s,0,0,2,0,14,,93.88,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:15,28:28,see prior STATUS.md entries,2026-06-21,True
Jacob Liddle,Dragons,Sharks,14,2026,Interchange,21:00,0,0,1,3,0,0,0,0,0,0,0,0,0,-,1,3,1,27,28,27.0,95.0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:00,-,see prior STATUS.md entries,2026-06-21,True
Josh Kerr,Dragons,Sharks,14,2026,Interchange,24:00,0,0,5,41,14,12,0,0,0,0,0,4,0,2.83s,0,0,1,0,5,,82.14,23,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13:36,09:59,see prior STATUS.md entries,2026-06-21,True
Blake Lawrie,Dragons,Sharks,14,2026,Interchange,30:00,0,0,5,49,20,10,0,0,0,0,0,4,0,3.31s,0,0,0,0,6,,84.21,16,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15:04,15:25,see prior STATUS.md entries,2026-06-21,True
Tyrell Sloan,Dragons,Sharks,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Jaydn Su'A,Dragons,Sharks,14,2026,Interchange,20:00,0,0,5,35,10,0,0,0,0,0,1,5,0,4.58s,0,0,1,0,5,,75.0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:04,-,see prior STATUS.md entries,2026-06-21,True
Nathan Lawson,Dragons,Sharks,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Jacob Kiraz,Bulldogs,Eels,14,2026,Winger,80:00,0,0,27,246,83,27,1,0,0,0,9,2,0,3.58s,1,6,7,6,34,0.22,100.0,2,0,0,2,1,22,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jethro Rinakama,Bulldogs,Eels,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Bronson Xerri,Bulldogs,Eels,14,2026,Centre,80:00,0,0,19,143,44,1,0,0,0,0,7,1,0,3.79s,1,10,0,6,25,0.32,61.11,11,6,0,1,0,0,0,0,0,3,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Stephen Crichton,Bulldogs,Eels,14,2026,Centre,80:00,1,10,11,129,53,0,0,0,0,0,3,1,0,4.27s,0,0,0,4,16,0.36,91.67,11,1,0,0,2,68,0,0,1,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Enari Tuala,Bulldogs,Eels,14,2026,Winger,80:00,0,0,17,151,56,22,0,0,0,0,6,1,0,3.25s,0,0,0,1,20,0.06,100.0,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Matt Burton,Bulldogs,Eels,14,2026,Five-Eighth,76:00,0,0,16,135,51,0,0,1,0,0,2,1,0,3s,1,8,1,42,60,2.63,96.97,32,1,0,0,6,200,0,1,1,1,1,1,0,0,0,0,76:00,-,see prior STATUS.md entries,2026-06-21,True
Lachlan Galvin,Bulldogs,Eels,14,2026,Halfback,80:00,0,0,20,188,31,0,1,1,1,0,6,1,0,3.61s,2,44,1,52,76,2.6,78.57,22,4,0,0,14,418,2,4,2,2,2,0,0,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Max King,Bulldogs,Eels,14,2026,Prop,50:00,0,0,15,154,66,8,1,0,0,0,2,14,0,3.15s,0,0,0,0,15,,100.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:49,24:43,see prior STATUS.md entries,2026-06-21,True
Leo Thompson,Bulldogs,Eels,14,2026,Prop,71:00,0,0,18,178,59,55,0,0,0,0,5,13,0,3.03s,0,0,1,5,22,0.28,91.89,34,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,55:18,15:38,see prior STATUS.md entries,2026-06-21,True
Sitili Tupouniua,Bulldogs,Eels,14,2026,2nd Row,80:00,1,4,13,102,42,0,1,0,0,0,3,13,0,3.32s,0,0,0,0,13,,91.67,33,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jaeman Salmon,Bulldogs,Eels,14,2026,2nd Row,72:00,0,0,14,127,55,0,1,0,0,0,2,13,0,3.28s,0,0,0,9,22,0.64,82.05,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64:22,07:13,see prior STATUS.md entries,2026-06-21,True
Harry Hayes,Bulldogs,Eels,14,2026,Lock,17:00,0,0,2,16,2,0,0,0,0,0,0,1,0,-,0,0,1,1,2,0.5,86.67,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:38,-,see prior STATUS.md entries,2026-06-21,True
Bailey Hayward,Bulldogs,Eels,14,2026,Hooker,80:00,0,0,7,40,4,0,0,0,0,0,2,0,0,2.3s,6,35,0,134,137,19.14,97.67,42,1,0,0,1,14,0,0,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jed Reardon,Bulldogs,Eels,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Jack Underhill,Bulldogs,Eels,14,2026,Interchange,30:00,0,0,6,36,16,0,0,1,0,0,2,6,0,3.56s,0,0,0,2,8,0.33,80.0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:28,-,see prior STATUS.md entries,2026-06-21,True
Josh Curran,Bulldogs,Eels,14,2026,Interchange,63:00,0,0,5,37,17,0,0,0,0,0,1,4,0,3.66s,1,8,0,6,11,1.2,87.88,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63:00,-,see prior STATUS.md entries,2026-06-21,True
