player_name,team,opponent,round,season,position,mins_played,tries,try_minutes,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two
Josiah Pahulu,Storm,Roosters,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Alec MacDonald,Storm,Roosters,20,2026,Interchange,55:00,0,,0,11,80,33,0,0,0,0,0,0,11,0,2.89s,0,0,0,0,11,,97.06,33,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,18:38,35:53
Stanley Huen,Storm,Roosters,20,2026,Interchange,31:00,0,,0,2,12,4,0,0,0,0,0,1,2,0,3.8s,0,0,0,1,3,0.5,100.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:51,04:05
Siulagi Tuimalatu-Brown,Storm,Roosters,20,2026,Winger,80:00,0,,0,14,91,18,36,0,0,0,0,1,2,0,3.16s,0,0,1,3,18,0.21,80.0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,80:00,-
Davvy Moale,Storm,Roosters,20,2026,Interchange,10:00,0,,0,2,15,7,0,0,0,0,0,0,2,0,3.18s,0,0,0,0,3,,100.0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10:08,-
William Kennedy,Sharks,Knights,20,2026,Fullback,80:00,1,14,4,19,190,53,125,1,1,1,0,0,1,0,4.13s,1,3,0,12,30,0.63,100.0,5,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Sione Katoa,Sharks,Knights,20,2026,Winger,80:00,1,26,4,22,172,57,1,1,0,0,0,7,1,0,3.73s,0,0,0,0,25,,100.0,2,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,80:00,-
KL Iro,Sharks,Knights,20,2026,Centre,80:00,0,,0,18,141,66,0,0,0,0,0,5,0,0,3.71s,0,0,0,0,17,,77.27,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Ronaldo Mulitalo,Sharks,Knights,20,2026,Winger,80:00,1,48,4,13,86,18,6,1,0,1,0,0,0,0,3.84s,0,0,1,3,15,0.23,63.64,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Braydon Trindall,Sharks,Knights,20,2026,Five-Eighth,80:00,0,,0,4,17,4,0,0,1,2,0,0,0,0,4.35s,0,0,0,38,53,9.5,66.67,8,3,0,2,12,319,0,7,0,1,0,0,0,0,0,0,80:00,-
Nicho Hynes,Sharks,Knights,20,2026,Halfback,80:00,0,,8,9,56,13,0,0,0,0,0,1,2,0,3.55s,0,0,2,26,42,2.89,90.0,27,3,0,0,7,248,0,4,0,3,2,0,0,0,0,0,80:00,-
Addin Fonua-Blake,Sharks,Knights,20,2026,Prop,32:00,0,,0,8,71,34,0,0,0,0,0,2,8,0,2.9s,0,0,0,1,9,0.13,100.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22:57,08:48
Blayke Brailey,Sharks,Knights,20,2026,Hooker,80:00,0,,0,5,44,11,0,0,0,0,0,0,0,0,3.41s,5,44,1,128,133,25.6,95.74,45,1,0,0,2,16,1,0,2,1,0,1,2,0,0,0,80:00,-
Thomas Hazelton,Sharks,Knights,20,2026,Prop,38:00,0,,0,9,77,37,9,0,0,0,0,1,8,0,3.44s,0,0,1,0,9,,93.48,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:38,13:24
Briton Nikora,Sharks,Knights,20,2026,2nd Row,80:00,0,,0,11,79,34,0,0,0,0,0,1,11,0,2.95s,0,0,0,1,13,0.09,90.2,46,4,0,0,0,0,0,0,0,3,2,1,0,0,0,0,80:00,-
Teig Wilton,Sharks,Knights,20,2026,2nd Row,80:00,0,,0,10,81,35,0,0,0,0,0,1,10,0,2.93s,0,0,0,1,11,0.1,94.12,32,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Cameron McInnes,Sharks,Knights,20,2026,Lock,40:00,0,,0,7,63,25,0,0,0,0,0,1,7,0,3.17s,0,0,0,4,11,0.57,97.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:44,14:53
Hohepa Puru,Sharks,Knights,20,2026,Interchange,42:00,0,,0,12,86,22,0,0,0,0,0,2,10,0,3.44s,0,0,0,5,15,0.42,96.43,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41:53,-
Billy Burns,Sharks,Knights,20,2026,Interchange,45:00,0,,0,11,92,39,0,0,0,0,0,1,11,0,3.49s,0,0,0,3,14,0.27,88.89,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40:29,04:35
Oregon Kaufusi,Sharks,Knights,20,2026,Interchange,31:00,0,,0,10,98,36,40,0,0,0,0,0,7,0,3.13s,0,0,1,0,11,,100.0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30:49,-
Tuku Hau Tapuha,Sharks,Knights,20,2026,Interchange,13:00,0,,0,5,48,26,0,0,0,0,0,0,5,0,3.59s,0,0,0,0,5,,100.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12:50,-
Mawene Hiroti,Sharks,Knights,20,2026,Centre,80:00,0,,0,13,114,29,0,0,0,0,0,1,0,0,3.54s,0,0,0,1,12,0.08,86.67,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Samuel Stonestreet,Sharks,Knights,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Jayden Berrell,Sharks,Knights,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Kalyn Ponga,Knights,Sharks,20,2026,Fullback,80:00,1,8,6,15,147,35,51,1,1,0,0,7,0,0,4.18s,0,0,2,17,42,1.13,66.67,2,1,0,6,5,117,0,1,1,2,2,0,0,0,0,0,80:00,-
Dominic Young,Knights,Sharks,20,2026,Winger,80:00,0,,0,16,127,55,0,0,0,0,0,1,0,0,4.67s,0,0,0,2,21,0.13,100.0,3,0,0,1,1,5,0,0,0,2,1,1,0,0,0,0,80:00,-
Dane Gagai,Knights,Sharks,20,2026,Centre,80:00,0,,0,14,84,20,0,0,0,0,0,4,0,0,3.5s,0,0,0,7,22,0.5,92.31,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Bradman Best,Knights,Sharks,20,2026,Centre,80:00,0,,0,11,64,20,0,0,1,2,0,2,0,0,3.02s,0,0,1,3,17,0.27,82.35,14,2,0,0,3,53,0,0,3,2,2,0,0,0,0,0,80:00,-
Greg Marzhew,Knights,Sharks,20,2026,Winger,80:00,2,19;78,8,22,179,58,22,1,0,0,0,4,3,0,3.55s,0,0,0,0,22,,100.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Fletcher Sharpe,Knights,Sharks,20,2026,Five-Eighth,80:00,0,,0,8,52,17,0,0,1,1,0,2,1,0,3.25s,1,10,0,35,47,4.38,96.67,29,1,0,0,3,63,2,1,1,1,1,0,0,0,0,0,80:00,-
Dylan Brown,Knights,Sharks,20,2026,Halfback,80:00,0,,0,14,104,40,0,1,1,2,0,1,1,0,3.28s,1,8,0,43,64,3.07,92.0,23,2,0,0,15,470,0,6,0,3,3,0,0,0,0,0,80:00,-
Tyson Frizell,Knights,Sharks,20,2026,Prop,49:00,0,,0,9,71,29,0,0,0,0,0,0,9,0,3.01s,0,0,0,0,9,,91.67,33,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,27:29,21:54
Phoenix Crossland,Knights,Sharks,20,2026,Hooker,80:00,0,,0,2,6,0,0,0,0,0,0,0,1,0,3.24s,0,0,0,88,90,44.0,87.1,54,4,0,0,1,41,0,0,0,0,0,0,0,0,0,0,80:00,-
Trey Mooney,Knights,Sharks,20,2026,Prop,52:00,0,,0,16,119,39,35,0,0,0,0,0,12,0,3.43s,0,0,0,1,17,0.06,91.18,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20:38,24:52
Dylan Lucas,Knights,Sharks,20,2026,2nd Row,80:00,1,38,4,12,103,49,4,1,0,0,0,2,11,0,3.42s,0,0,0,1,14,0.08,95.35,41,1,0,0,1,21,0,0,0,1,1,0,0,0,0,0,80:00,-
Francis Manuleleua,Knights,Sharks,20,2026,2nd Row,80:00,0,,0,6,64,29,0,0,0,0,0,2,6,0,2.64s,0,0,0,1,7,0.17,90.24,37,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-
Mat Croker,Knights,Sharks,20,2026,Lock,43:00,0,,0,10,91,41,0,0,0,0,0,2,10,0,3.12s,0,0,2,5,15,0.5,93.33,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31:18,11:51
Sandon Smith,Knights,Sharks,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Lachlan Crouch,Knights,Sharks,20,2026,Interchange,28:00,0,,0,6,39,13,7,0,0,0,0,0,5,0,2.94s,0,0,0,4,10,0.67,96.55,28,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,28:12,-
Thomas Cant,Knights,Sharks,20,2026,Interchange,25:00,0,,0,5,27,4,0,0,0,0,0,0,5,0,2.72s,0,0,0,0,5,,95.83,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:49,-
Brodie Jones,Knights,Sharks,20,2026,Interchange,19:00,0,,0,5,28,11,0,0,0,0,0,1,5,0,3.54s,0,0,0,0,5,,100.0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18:46,-
Fletcher Hunt,Knights,Sharks,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Harrison Graham,Knights,Sharks,20,2026,Interchange,24:00,0,,0,3,34,12,0,0,0,0,0,0,1,0,2.13s,2,21,0,28,31,9.33,90.91,20,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24:00,-
Hamiso Tabuai-Fidow,Dolphins,Cowboys,20,2026,Fullback,80:00,0,,0,20,232,69,61,2,1,1,0,10,0,0,3.51s,1,27,2,17,37,0.85,100.0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-
Jamayne Isaako,Dolphins,Cowboys,20,2026,Winger,80:00,2,30;43,20,16,144,38,10,2,0,0,0,4,0,0,3.39s,0,0,0,4,20,0.25,66.67,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-
Herbie Farnworth,Dolphins,Cowboys,20,2026,Centre,80:00,0,,0,15,123,51,0,0,1,0,0,12,4,0,3.79s,0,0,3,6,20,0.4,90.91,20,2,0,0,1,14,0,0,0,2,2,0,0,0,0,0,80:00,-
Selwyn Cobbo,Dolphins,Cowboys,20,2026,Centre,80:00,0,,0,14,120,36,0,0,1,1,0,3,0,0,3.27s,0,0,0,9,23,0.64,100.0,17,0,0,0,1,13,0,0,1,3,1,0,0,0,0,0,80:00,-
Kodi Nikorima,Dolphins,Cowboys,20,2026,Five-Eighth,80:00,0,,0,6,38,9,0,0,1,1,0,1,0,0,3.84s,1,9,1,43,48,7.17,82.61,19,2,0,0,2,57,0,1,0,0,0,0,0,0,0,0,80:00,-
Bradley Schneider,Dolphins,Cowboys,20,2026,Halfback,80:00,0,,0,10,67,17,0,0,1,0,0,2,0,0,3.43s,1,8,0,45,68,4.5,89.47,17,2,0,0,15,454,0,5,1,1,1,0,0,0,0,0,80:00,-
Thomas Flegler,Dolphins,Cowboys,20,2026,Prop,34:00,0,,0,11,72,24,0,0,0,0,0,3,11,0,3.27s,0,0,0,1,12,0.09,100.0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22:06,11:56
Jeremy Marshall-King,Dolphins,Cowboys,20,2026,Hooker,56:00,0,,0,4,51,18,0,0,0,0,0,1,0,0,4.38s,4,51,0,78,82,19.5,96.55,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:20,24:00
Francis Molo,Dolphins,Cowboys,20,2026,Prop,33:00,0,,0,7,63,26,25,0,0,0,0,1,5,0,3.66s,0,0,1,0,8,,100.0,21,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23:27,10:06
Connelly Lemuelu,Dolphins,Cowboys,20,2026,2nd Row,80:00,1,78,4,16,141,58,0,1,0,0,0,0,15,0,3.64s,0,0,1,3,19,0.19,93.75,30,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,80:00,-
Kulikefu Finefeuiaki,Dolphins,Cowboys,20,2026,2nd Row,80:00,0,,0,18,176,78,0,1,0,0,0,4,18,0,3.6s,0,0,1,0,18,,93.33,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Morgan Knowles,Dolphins,Cowboys,20,2026,Lock,52:00,0,,0,6,51,25,0,0,0,0,0,0,6,0,3.11s,0,0,0,9,15,1.5,86.49,32,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32:21,20:08
Kurt Donoghoe,Dolphins,Cowboys,20,2026,Interchange,28:00,0,,0,8,49,11,0,0,2,2,0,2,6,0,3.47s,0,0,2,13,19,1.63,93.75,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27:32,-
Max Plath,Dolphins,Cowboys,20,2026,Interchange,57:00,1,76,4,13,128,33,0,1,0,0,0,3,9,0,3.25s,3,43,0,55,66,4.23,90.91,30,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,57:00,-
Tom Gilbert,Dolphins,Cowboys,20,2026,Interchange,36:00,1,47,4,17,148,51,0,1,0,0,0,3,17,0,3.84s,0,0,0,1,18,0.06,91.3,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:52,-
Felise Kaufusi,Dolphins,Cowboys,20,2026,Interchange,24:00,1,36,4,7,71,15,38,1,0,0,0,1,3,0,3.81s,0,0,0,0,7,,100.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:39,-
Tevita Naufahu,Dolphins,Cowboys,20,2026,Winger,80:00,0,,0,17,189,54,46,1,0,0,0,5,1,0,3.46s,0,0,0,2,22,0.12,50.0,1,1,0,2,1,14,1,0,0,1,1,0,0,0,0,0,80:00,-
Sebastian Su'a,Dolphins,Cowboys,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
John Fineanganofo,Dolphins,Cowboys,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Scott Drinkwater,Cowboys,Dolphins,20,2026,Fullback,80:00,1,69,8,14,90,3,17,0,1,0,0,1,1,0,4.47s,1,7,1,34,47,2.43,66.67,6,3,0,0,6,127,0,1,0,0,0,0,0,0,0,0,80:00,-
Braidon Burns,Cowboys,Dolphins,20,2026,Winger,80:00,0,,0,19,203,68,21,1,0,0,0,4,2,0,3.66s,0,0,0,3,22,0.16,100.0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,80:00,-
Zac Laybutt,Cowboys,Dolphins,20,2026,Centre,80:00,0,,0,12,81,29,0,0,0,0,0,0,0,0,3.22s,0,0,0,5,16,0.42,78.57,11,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,80:00,-
Tom Chester,Cowboys,Dolphins,20,2026,Centre,80:00,0,,0,15,175,55,0,0,0,0,0,3,1,0,3.37s,1,2,1,5,19,0.33,65.52,19,7,0,1,0,0,0,0,0,2,2,2,0,0,0,0,80:00,-
Murray Taulagi,Cowboys,Dolphins,20,2026,Winger,80:00,0,,0,18,153,58,35,0,0,0,0,2,1,0,3.64s,0,0,0,3,23,0.17,60.0,6,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-
Jaxon Purdue,Cowboys,Dolphins,20,2026,Five-Eighth,80:00,0,,0,9,58,12,0,0,0,0,0,0,0,0,3.29s,1,11,0,34,43,3.78,87.1,27,3,0,1,4,120,0,1,1,1,0,0,0,0,0,0,80:00,-
Jake Clifford,Cowboys,Dolphins,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Griffin Neame,Cowboys,Dolphins,20,2026,Prop,44:00,0,,0,5,57,11,30,0,0,0,0,1,3,0,3.36s,0,0,0,0,5,,76.67,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:27,19:53
Reed Mahoney,Cowboys,Dolphins,20,2026,Hooker,54:00,0,,0,1,13,2,0,0,0,0,0,0,0,0,3.28s,1,13,0,66,67,66.0,85.71,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53:41,-
Jason Taumalolo,Cowboys,Dolphins,20,2026,Prop,51:00,0,,0,15,154,67,0,0,0,0,0,2,15,0,3.8s,0,0,0,2,17,0.13,84.85,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21:07,30:07
Heilum Luki,Cowboys,Dolphins,20,2026,2nd Row,80:00,0,,0,12,109,46,0,0,0,0,0,0,12,0,3.5s,0,0,0,0,14,,95.92,47,1,0,0,0,0,0,0,0,2,1,2,2,0,0,0,80:00,-
Jeremiah Nanai,Cowboys,Dolphins,20,2026,2nd Row,80:00,1,13,4,12,125,53,0,0,0,0,0,1,11,0,3.53s,0,0,0,1,15,0.08,85.37,35,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,80:00,-
Reuben Cotter,Cowboys,Dolphins,20,2026,Lock,62:00,0,,0,8,74,38,0,0,0,0,0,2,8,0,3.33s,0,0,0,1,9,0.13,82.98,39,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32:22,30:04
Soni Luke,Cowboys,Dolphins,20,2026,Interchange,26:00,0,,0,4,31,4,0,0,0,0,0,2,0,0,3.18s,4,31,0,33,36,8.25,93.75,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26:00,-
Matthew Lodge,Cowboys,Dolphins,20,2026,Interchange,18:00,0,,0,4,29,5,12,0,0,0,0,1,3,0,3.65s,0,0,1,0,4,,94.12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17:31,-
Coen Hess,Cowboys,Dolphins,20,2026,Interchange,36:00,0,,0,4,38,20,0,0,0,0,0,1,4,0,3.14s,0,0,0,0,4,,80.65,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:33,03:07
Sam McIntyre,Cowboys,Dolphins,20,2026,Interchange,29:00,0,,0,4,37,12,0,0,0,0,0,0,4,0,3.79s,0,0,0,2,7,0.5,80.0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:49,-
Ethan King,Cowboys,Dolphins,20,2026,Reserve,-,0,,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
Tom Dearden,Cowboys,Dolphins,20,2026,Halfback,80:00,1,4,4,10,88,8,0,1,0,1,0,3,0,0,3.95s,1,11,0,34,50,3.4,84.0,21,3,0,0,10,273,0,3,1,1,1,0,0,0,0,0,80:00,-
